links,id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,estimated_diameter,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object
{'self': 'http://www.neowsapp.com/rest/v1/neo/2523607?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},2523607,2523607,523607 (2005 CS6),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2523607,18.0,"{'kilometers': {'estimated_diameter_min': 0.6676594135, 'estimated_diameter_max': 1.4929318344}, 'meters': {'estimated_diameter_min': 667.6594134952, 'estimated_diameter_max': 1492.931834393}, 'miles': {'estimated_diameter_min': 0.4148641974, 'estimated_diameter_max': 0.9276645469}, 'feet': {'estimated_diameter_min': 2190.4837101717, 'estimated_diameter_max': 4898.07047955}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 04:45', 'epoch_date_close_approach': 1647837900000, 'relative_velocity': {'kilometers_per_second': '11.0258723879', 'kilometers_per_hour': '39693.1405964724', 'miles_per_hour': '24663.7739445136'}, 'miss_distance': {'astronomical': '0.4569277339', 'lunar': '177.7448884871', 'kilometers': '68355415.735366793', 'miles': '42474085.7884280234'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3764251?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3764251,3764251,(2016 WZ1),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3764251,19.35,"{'kilometers': {'estimated_diameter_min': 0.3585543342, 'estimated_diameter_max': 0.8017518649}, 'meters': {'estimated_diameter_min': 358.5543341929, 'estimated_diameter_max': 801.7518648824}, 'miles': {'estimated_diameter_min': 0.2227952652, 'estimated_diameter_max': 0.498185358}, 'feet': {'estimated_diameter_min': 1176.3594017933, 'estimated_diameter_max': 2630.4195883808}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 17:27', 'epoch_date_close_approach': 1647883620000, 'relative_velocity': {'kilometers_per_second': '18.6609801909', 'kilometers_per_hour': '67179.5286873088', 'miles_per_hour': '41742.7465890669'}, 'miss_distance': {'astronomical': '0.329635689', 'lunar': '128.228283021', 'kilometers': '49312796.95038243', 'miles': '30641551.157360334'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54245575?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54245575,54245575,(2022 BJ9),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54245575,20.94,"{'kilometers': {'estimated_diameter_min': 0.1724070324, 'estimated_diameter_max': 0.3855138443}, 'meters': {'estimated_diameter_min': 172.4070324371, 'estimated_diameter_max': 385.5138443284}, 'miles': {'estimated_diameter_min': 0.1071287302, 'estimated_diameter_max': 0.239547123}, 'feet': {'estimated_diameter_min': 565.639888301, 'estimated_diameter_max': 1264.8092410264}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 06:22', 'epoch_date_close_approach': 1647843720000, 'relative_velocity': {'kilometers_per_second': '1.0891928534', 'kilometers_per_hour': '3921.0942721129', 'miles_per_hour': '2436.4154936915'}, 'miss_distance': {'astronomical': '0.487386438', 'lunar': '189.593324382', 'kilometers': '72911972.99168706', 'miles': '45305399.177759028'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/2465824?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},2465824,2465824,465824 (2010 FR),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2465824,21.71,"{'kilometers': {'estimated_diameter_min': 0.1209358264, 'estimated_diameter_max': 0.2704207287}, 'meters': {'estimated_diameter_min': 120.9358263879, 'estimated_diameter_max': 270.4207287184}, 'miles': {'estimated_diameter_min': 0.0751460154, 'estimated_diameter_max': 0.1680315986}, 'feet': {'estimated_diameter_min': 396.7710966464, 'estimated_diameter_max': 887.2071436085}}",True,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 15:00', 'epoch_date_close_approach': 1647874800000, 'relative_velocity': {'kilometers_per_second': '18.2835836985', 'kilometers_per_hour': '65820.9013147372', 'miles_per_hour': '40898.5483752599'}, 'miss_distance': {'astronomical': '0.2070065893', 'lunar': '80.5255632377', 'kilometers': '30967744.835244791', 'miles': '19242464.3556924758'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54252596?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54252596,54252596,(2022 EZ3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54252596,23.242,"{'kilometers': {'estimated_diameter_min': 0.0597248375, 'estimated_diameter_max': 0.1335487965}, 'meters': {'estimated_diameter_min': 59.7248374748, 'estimated_diameter_max': 133.5487965387}, 'miles': {'estimated_diameter_min': 0.037111282, 'estimated_diameter_max': 0.0829833493}, 'feet': {'estimated_diameter_min': 195.9476357807, 'estimated_diameter_max': 438.152233636}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 20:51', 'epoch_date_close_approach': 1647895860000, 'relative_velocity': {'kilometers_per_second': '1.6899498361', 'kilometers_per_hour': '6083.8194099105', 'miles_per_hour': '3780.2487883413'}, 'miss_distance': {'astronomical': '0.3111864576', 'lunar': '121.0515320064', 'kilometers': '46552831.229805312', 'miles': '28926587.9824928256'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3726597?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3726597,3726597,(2015 QT3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3726597,24.0,"{'kilometers': {'estimated_diameter_min': 0.0421264611, 'estimated_diameter_max': 0.0941976306}, 'meters': {'estimated_diameter_min': 42.1264610556, 'estimated_diameter_max': 94.1976305719}, 'miles': {'estimated_diameter_min': 0.0261761612, 'estimated_diameter_max': 0.0585316759}, 'feet': {'estimated_diameter_min': 138.2101784897, 'estimated_diameter_max': 309.0473542854}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 15:59', 'epoch_date_close_approach': 1647878340000, 'relative_velocity': {'kilometers_per_second': '21.8775287097', 'kilometers_per_hour': '78759.1033548224', 'miles_per_hour': '48937.8439706673'}, 'miss_distance': {'astronomical': '0.1415316425', 'lunar': '55.0558089325', 'kilometers': '21172832.255601475', 'miles': '13156187.903091355'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54248564?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54248564,54248564,(2022 DG3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54248564,24.887,"{'kilometers': {'estimated_diameter_min': 0.0279998031, 'estimated_diameter_max': 0.062609463}, 'meters': {'estimated_diameter_min': 27.9998030546, 'estimated_diameter_max': 62.6094629867}, 'miles': {'estimated_diameter_min': 0.0173982656, 'estimated_diameter_max': 0.0389037046}, 'feet': {'estimated_diameter_min': 91.8628738537, 'estimated_diameter_max': 205.4116305454}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 14:53', 'epoch_date_close_approach': 1647874380000, 'relative_velocity': {'kilometers_per_second': '7.1774815649', 'kilometers_per_hour': '25838.9336335173', 'miles_per_hour': '16055.3085124486'}, 'miss_distance': {'astronomical': '0.046829154', 'lunar': '18.216540906', 'kilometers': '7005541.69230198', 'miles': '4353041.754368124'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54213621?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54213621,54213621,(2021 UJ4),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54213621,24.99,"{'kilometers': {'estimated_diameter_min': 0.0267026877, 'estimated_diameter_max': 0.0597090249}, 'meters': {'estimated_diameter_min': 26.7026877056, 'estimated_diameter_max': 59.7090248917}, 'miles': {'estimated_diameter_min': 0.0165922758, 'estimated_diameter_max': 0.0371014565}, 'feet': {'estimated_diameter_min': 87.607245932, 'estimated_diameter_max': 195.8957572256}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 18:44', 'epoch_date_close_approach': 1647888240000, 'relative_velocity': {'kilometers_per_second': '12.5674315342', 'kilometers_per_hour': '45242.7535231088', 'miles_per_hour': '28112.087598845'}, 'miss_distance': {'astronomical': '0.3901213849', 'lunar': '151.7572187261', 'kilometers': '58361328.222490163', 'miles': '36264047.7712157294'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54253539?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54253539,54253539,(2022 EE4),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54253539,25.171,"{'kilometers': {'estimated_diameter_min': 0.0245671613, 'estimated_diameter_max': 0.0549338426}, 'meters': {'estimated_diameter_min': 24.567161262, 'estimated_diameter_max': 54.933842596}, 'miles': {'estimated_diameter_min': 0.0152653216, 'estimated_diameter_max': 0.0341342967}, 'feet': {'estimated_diameter_min': 80.6009253547, 'estimated_diameter_max': 180.2291481425}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 07:30', 'epoch_date_close_approach': 1647847800000, 'relative_velocity': {'kilometers_per_second': '16.8923368552', 'kilometers_per_hour': '60812.4126786412', 'miles_per_hour': '37786.4683113479'}, 'miss_distance': {'astronomical': '0.0462006134', 'lunar': '17.9720386126', 'kilometers': '6911513.357333458', 'miles': '4294615.2562914004'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54093093?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54093093,54093093,(2020 WW3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54093093,25.6,"{'kilometers': {'estimated_diameter_min': 0.0201629919, 'estimated_diameter_max': 0.0450858206}, 'meters': {'estimated_diameter_min': 20.1629919443, 'estimated_diameter_max': 45.0858206172}, 'miles': {'estimated_diameter_min': 0.0125286985, 'estimated_diameter_max': 0.0280150214}, 'feet': {'estimated_diameter_min': 66.1515504905, 'estimated_diameter_max': 147.9193637137}}",False,"[{'close_approach_date': '2022-03-21', 'close_approach_date_full': '2022-Mar-21 13:34', 'epoch_date_close_approach': 1647869640000, 'relative_velocity': {'kilometers_per_second': '15.1852698006', 'kilometers_per_hour': '54666.9712822676', 'miles_per_hour': '33967.930017029'}, 'miss_distance': {'astronomical': '0.4148589964', 'lunar': '161.3801495996', 'kilometers': '62062022.211777668', 'miles': '38563552.3867130984'}, 'orbiting_body': 'Earth'}]",False
