links,id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,estimated_diameter,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object
{'self': 'http://www.neowsapp.com/rest/v1/neo/2137170?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},2137170,2137170,137170 (1999 HF1),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2137170,14.56,"{'kilometers': {'estimated_diameter_min': 3.2550298576, 'estimated_diameter_max': 7.2784680305}, 'meters': {'estimated_diameter_min': 3255.0298576465, 'estimated_diameter_max': 7278.468030489}, 'miles': {'estimated_diameter_min': 2.0225811577, 'estimated_diameter_max': 4.5226289586}, 'feet': {'estimated_diameter_min': 10679.2321581609, 'estimated_diameter_max': 23879.4890531497}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 01:26', 'epoch_date_close_approach': 1647393960000, 'relative_velocity': {'kilometers_per_second': '19.7093550959', 'kilometers_per_hour': '70953.678345298', 'miles_per_hour': '44087.8564140547'}, 'miss_distance': {'astronomical': '0.1819758634', 'lunar': '70.7886108626', 'kilometers': '27223201.556050958', 'miles': '16915713.0548929004'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3402610?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3402610,3402610,(2008 CH116),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3402610,19.27,"{'kilometers': {'estimated_diameter_min': 0.3720103103, 'estimated_diameter_max': 0.8318403423}, 'meters': {'estimated_diameter_min': 372.0103103398, 'estimated_diameter_max': 831.8403422506}, 'miles': {'estimated_diameter_min': 0.2311564185, 'estimated_diameter_max': 0.5168814653}, 'feet': {'estimated_diameter_min': 1220.5063065752, 'estimated_diameter_max': 2729.1350684694}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 02:31', 'epoch_date_close_approach': 1647397860000, 'relative_velocity': {'kilometers_per_second': '21.5280344026', 'kilometers_per_hour': '77500.9238492462', 'miles_per_hour': '48156.0601551053'}, 'miss_distance': {'astronomical': '0.395548198', 'lunar': '153.868249022', 'kilometers': '59173167.90313826', 'miles': '36768501.556937588'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3177199?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3177199,3177199,(2004 FE),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3177199,21.86,"{'kilometers': {'estimated_diameter_min': 0.1128638801, 'estimated_diameter_max': 0.2523713081}, 'meters': {'estimated_diameter_min': 112.8638800969, 'estimated_diameter_max': 252.3713081011}, 'miles': {'estimated_diameter_min': 0.070130342, 'estimated_diameter_max': 0.1568162121}, 'feet': {'estimated_diameter_min': 370.2883323772, 'estimated_diameter_max': 827.9898824705}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 03:17', 'epoch_date_close_approach': 1647400620000, 'relative_velocity': {'kilometers_per_second': '9.5545473436', 'kilometers_per_hour': '34396.3704370141', 'miles_per_hour': '21372.5669529324'}, 'miss_distance': {'astronomical': '0.2148197356', 'lunar': '83.5648771484', 'kilometers': '32136574.879723172', 'miles': '19968741.6674048936'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3750669?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3750669,3750669,(2016 GC135),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3750669,23.2,"{'kilometers': {'estimated_diameter_min': 0.0608912622, 'estimated_diameter_max': 0.1361570015}, 'meters': {'estimated_diameter_min': 60.8912622106, 'estimated_diameter_max': 136.1570015386}, 'miles': {'estimated_diameter_min': 0.0378360645, 'estimated_diameter_max': 0.0846040122}, 'feet': {'estimated_diameter_min': 199.7744887109, 'estimated_diameter_max': 446.7093369279}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 03:36', 'epoch_date_close_approach': 1647401760000, 'relative_velocity': {'kilometers_per_second': '8.8444280205', 'kilometers_per_hour': '31839.9408737569', 'miles_per_hour': '19784.1010390297'}, 'miss_distance': {'astronomical': '0.184871434', 'lunar': '71.914987826', 'kilometers': '27656372.75024558', 'miles': '17184873.153845804'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54195880?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54195880,54195880,(2021 RE12),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54195880,23.29,"{'kilometers': {'estimated_diameter_min': 0.0584191154, 'estimated_diameter_max': 0.1306291133}, 'meters': {'estimated_diameter_min': 58.4191154186, 'estimated_diameter_max': 130.6291132614}, 'miles': {'estimated_diameter_min': 0.0362999442, 'estimated_diameter_max': 0.0811691427}, 'feet': {'estimated_diameter_min': 191.66377063, 'estimated_diameter_max': 428.5732199527}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 06:55', 'epoch_date_close_approach': 1647413700000, 'relative_velocity': {'kilometers_per_second': '19.3535211853', 'kilometers_per_hour': '69672.676266922', 'miles_per_hour': '43291.8915392994'}, 'miss_distance': {'astronomical': '0.3634958506', 'lunar': '141.3998858834', 'kilometers': '54378205.003598222', 'miles': '33789049.7701785836'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3653692?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3653692,3653692,(2013 VM13),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3653692,23.9,"{'kilometers': {'estimated_diameter_min': 0.04411182, 'estimated_diameter_max': 0.0986370281}, 'meters': {'estimated_diameter_min': 44.1118199997, 'estimated_diameter_max': 98.6370281305}, 'miles': {'estimated_diameter_min': 0.0274098057, 'estimated_diameter_max': 0.0612901888}, 'feet': {'estimated_diameter_min': 144.7238235278, 'estimated_diameter_max': 323.6123073718}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 04:14', 'epoch_date_close_approach': 1647404040000, 'relative_velocity': {'kilometers_per_second': '2.5338996186', 'kilometers_per_hour': '9122.0386267998', 'miles_per_hour': '5668.0800567468'}, 'miss_distance': {'astronomical': '0.1911819227', 'lunar': '74.3697679303', 'kilometers': '28600408.418424649', 'miles': '17771469.7172081962'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54252588?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54252588,54252588,(2022 ER3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54252588,23.996,"{'kilometers': {'estimated_diameter_min': 0.0422041324, 'estimated_diameter_max': 0.0943713089}, 'meters': {'estimated_diameter_min': 42.2041323806, 'estimated_diameter_max': 94.3713089344}, 'miles': {'estimated_diameter_min': 0.0262244239, 'estimated_diameter_max': 0.0586395946}, 'feet': {'estimated_diameter_min': 138.4650056795, 'estimated_diameter_max': 309.6171652043}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 01:15', 'epoch_date_close_approach': 1647393300000, 'relative_velocity': {'kilometers_per_second': '17.9237286541', 'kilometers_per_hour': '64525.4231546768', 'miles_per_hour': '40093.5886263046'}, 'miss_distance': {'astronomical': '0.0847711177', 'lunar': '32.9759647853', 'kilometers': '12681578.645439299', 'miles': '7879967.5713243662'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54248469?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54248469,54248469,(2022 DP2),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54248469,24.15,"{'kilometers': {'estimated_diameter_min': 0.039314701, 'estimated_diameter_max': 0.0879103439}, 'meters': {'estimated_diameter_min': 39.3147009575, 'estimated_diameter_max': 87.9103438561}, 'miles': {'estimated_diameter_min': 0.024429015, 'estimated_diameter_max': 0.0546249383}, 'feet': {'estimated_diameter_min': 128.9852434894, 'estimated_diameter_max': 288.4197725368}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 21:53', 'epoch_date_close_approach': 1647467580000, 'relative_velocity': {'kilometers_per_second': '6.5054457072', 'kilometers_per_hour': '23419.6045459624', 'miles_per_hour': '14552.031502462'}, 'miss_distance': {'astronomical': '0.1266029299', 'lunar': '49.2485397311', 'kilometers': '18939528.648799313', 'miles': '11768477.3908159994'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3893382?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3893382,3893382,(2019 WW),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3893382,24.6,"{'kilometers': {'estimated_diameter_min': 0.0319561887, 'estimated_diameter_max': 0.0714562102}, 'meters': {'estimated_diameter_min': 31.9561886721, 'estimated_diameter_max': 71.4562101727}, 'miles': {'estimated_diameter_min': 0.0198566489, 'estimated_diameter_max': 0.0444008168}, 'feet': {'estimated_diameter_min': 104.8431420431, 'estimated_diameter_max': 234.436392583}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 16:34', 'epoch_date_close_approach': 1647448440000, 'relative_velocity': {'kilometers_per_second': '11.5225290153', 'kilometers_per_hour': '41481.1044551588', 'miles_per_hour': '25774.7451543736'}, 'miss_distance': {'astronomical': '0.3122200484', 'lunar': '121.4535988276', 'kilometers': '46707454.211936908', 'miles': '29022666.2483810104'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54253541?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54253541,54253541,(2022 EF4),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54253541,25.771,"{'kilometers': {'estimated_diameter_min': 0.0186360976, 'estimated_diameter_max': 0.0416715811}, 'meters': {'estimated_diameter_min': 18.6360976155, 'estimated_diameter_max': 41.6715811035}, 'miles': {'estimated_diameter_min': 0.0115799306, 'estimated_diameter_max': 0.025893512}, 'feet': {'estimated_diameter_min': 61.1420545007, 'estimated_diameter_max': 136.7177901475}}",False,"[{'close_approach_date': '2022-03-16', 'close_approach_date_full': '2022-Mar-16 13:39', 'epoch_date_close_approach': 1647437940000, 'relative_velocity': {'kilometers_per_second': '12.1164225986', 'kilometers_per_hour': '43619.1213549121', 'miles_per_hour': '27103.2257107786'}, 'miss_distance': {'astronomical': '0.0177289922', 'lunar': '6.8965779658', 'kilometers': '2652219.470366614', 'miles': '1648012.7595187132'}, 'orbiting_body': 'Earth'}]",False
