links,id,neo_reference_id,name,nasa_jpl_url,absolute_magnitude_h,estimated_diameter,is_potentially_hazardous_asteroid,close_approach_data,is_sentry_object
{'self': 'http://www.neowsapp.com/rest/v1/neo/2307161?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},2307161,2307161,307161 (2002 DY3),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=2307161,18.36,"{'kilometers': {'estimated_diameter_min': 0.5656593584, 'estimated_diameter_max': 1.2648527775}, 'meters': {'estimated_diameter_min': 565.6593584222, 'estimated_diameter_max': 1264.852777541}, 'miles': {'estimated_diameter_min': 0.3514843212, 'estimated_diameter_max': 0.7859428352}, 'feet': {'estimated_diameter_min': 1855.8378494859, 'estimated_diameter_max': 4149.7795866675}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 15:08', 'epoch_date_close_approach': 1647702480000, 'relative_velocity': {'kilometers_per_second': '19.9549974075', 'kilometers_per_hour': '71837.9906670536', 'miles_per_hour': '44637.3337008701'}, 'miss_distance': {'astronomical': '0.4749063128', 'lunar': '184.7385556792', 'kilometers': '71044972.844433736', 'miles': '44145299.0808121168'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3552661?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3552661,3552661,(2010 WZ8),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3552661,20.77,"{'kilometers': {'estimated_diameter_min': 0.1864468183, 'estimated_diameter_max': 0.41690776}, 'meters': {'estimated_diameter_min': 186.44681832, 'estimated_diameter_max': 416.9077599521}, 'miles': {'estimated_diameter_min': 0.1158526459, 'estimated_diameter_max': 0.2590543917}, 'feet': {'estimated_diameter_min': 611.7021794171, 'estimated_diameter_max': 1367.8076551614}}",True,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 10:25', 'epoch_date_close_approach': 1647685500000, 'relative_velocity': {'kilometers_per_second': '16.4942387077', 'kilometers_per_hour': '59379.2593478543', 'miles_per_hour': '36895.9625653376'}, 'miss_distance': {'astronomical': '0.304694332', 'lunar': '118.526095148', 'kilometers': '45581623.06827284', 'miles': '28323107.214691592'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54137811?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54137811,54137811,(2021 GP16),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54137811,21.96,"{'kilometers': {'estimated_diameter_min': 0.1077841687, 'estimated_diameter_max': 0.2410127282}, 'meters': {'estimated_diameter_min': 107.7841687222, 'estimated_diameter_max': 241.0127281611}, 'miles': {'estimated_diameter_min': 0.0669739567, 'estimated_diameter_max': 0.1497583199}, 'feet': {'estimated_diameter_min': 353.6226121105, 'estimated_diameter_max': 790.7241990601}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 23:58', 'epoch_date_close_approach': 1647734280000, 'relative_velocity': {'kilometers_per_second': '9.5214713954', 'kilometers_per_hour': '34277.2970234866', 'miles_per_hour': '21298.5793643992'}, 'miss_distance': {'astronomical': '0.4054155269', 'lunar': '157.7066399641', 'kilometers': '60649299.289167703', 'miles': '37685727.0679041814'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3715703?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3715703,3715703,(2015 GZ12),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3715703,22.3,"{'kilometers': {'estimated_diameter_min': 0.0921626549, 'estimated_diameter_max': 0.2060819612}, 'meters': {'estimated_diameter_min': 92.1626548503, 'estimated_diameter_max': 206.0819612321}, 'miles': {'estimated_diameter_min': 0.057267201, 'estimated_diameter_max': 0.1280533543}, 'feet': {'estimated_diameter_min': 302.370924539, 'estimated_diameter_max': 676.1219416887}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 01:21', 'epoch_date_close_approach': 1647652860000, 'relative_velocity': {'kilometers_per_second': '6.658751479', 'kilometers_per_hour': '23971.5053242388', 'miles_per_hour': '14894.961183275'}, 'miss_distance': {'astronomical': '0.2839681495', 'lunar': '110.4636101555', 'kilometers': '42481030.313041565', 'miles': '26396488.215100997'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3714123?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3714123,3714123,(2015 FG36),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3714123,23.7,"{'kilometers': {'estimated_diameter_min': 0.0483676488, 'estimated_diameter_max': 0.1081533507}, 'meters': {'estimated_diameter_min': 48.3676488219, 'estimated_diameter_max': 108.1533506775}, 'miles': {'estimated_diameter_min': 0.0300542543, 'estimated_diameter_max': 0.0672033557}, 'feet': {'estimated_diameter_min': 158.6865169607, 'estimated_diameter_max': 354.8338390368}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 00:55', 'epoch_date_close_approach': 1647651300000, 'relative_velocity': {'kilometers_per_second': '18.4279878991', 'kilometers_per_hour': '66340.7564367215', 'miles_per_hour': '41221.5661314729'}, 'miss_distance': {'astronomical': '0.4490168683', 'lunar': '174.6675617687', 'kilometers': '67171967.091750521', 'miles': '41738724.9004223498'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54151575?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54151575,54151575,(2021 LA),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54151575,23.84,"{'kilometers': {'estimated_diameter_min': 0.0453476699, 'estimated_diameter_max': 0.1014004725}, 'meters': {'estimated_diameter_min': 45.3476698997, 'estimated_diameter_max': 101.400472517}, 'miles': {'estimated_diameter_min': 0.028177727, 'estimated_diameter_max': 0.063007313}, 'feet': {'estimated_diameter_min': 148.7784493137, 'estimated_diameter_max': 332.6787262525}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 21:34', 'epoch_date_close_approach': 1647725640000, 'relative_velocity': {'kilometers_per_second': '8.6541904389', 'kilometers_per_hour': '31155.0855800669', 'miles_per_hour': '19358.5585927921'}, 'miss_distance': {'astronomical': '0.4881065303', 'lunar': '189.8734402867', 'kilometers': '73019697.265970461', 'miles': '45372335.9378999218'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54210565?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54210565,54210565,(2021 UA),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54210565,24.14,"{'kilometers': {'estimated_diameter_min': 0.0394961694, 'estimated_diameter_max': 0.0883161196}, 'meters': {'estimated_diameter_min': 39.496169372, 'estimated_diameter_max': 88.3161195666}, 'miles': {'estimated_diameter_min': 0.0245417743, 'estimated_diameter_max': 0.0548770755}, 'feet': {'estimated_diameter_min': 129.5806123224, 'estimated_diameter_max': 289.7510577189}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 06:04', 'epoch_date_close_approach': 1647669840000, 'relative_velocity': {'kilometers_per_second': '15.317188084', 'kilometers_per_hour': '55141.8771025195', 'miles_per_hour': '34263.0180251739'}, 'miss_distance': {'astronomical': '0.405521685', 'lunar': '157.747935465', 'kilometers': '60665180.31481095', 'miles': '37695595.07965311'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3831472?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3831472,3831472,(2018 TZ2),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3831472,24.7,"{'kilometers': {'estimated_diameter_min': 0.0305179233, 'estimated_diameter_max': 0.0682401509}, 'meters': {'estimated_diameter_min': 30.5179232594, 'estimated_diameter_max': 68.2401509401}, 'miles': {'estimated_diameter_min': 0.0189629525, 'estimated_diameter_max': 0.0424024508}, 'feet': {'estimated_diameter_min': 100.1244233463, 'estimated_diameter_max': 223.8850168104}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 16:32', 'epoch_date_close_approach': 1647707520000, 'relative_velocity': {'kilometers_per_second': '25.279192375', 'kilometers_per_hour': '91005.0925499035', 'miles_per_hour': '56547.0254235776'}, 'miss_distance': {'astronomical': '0.3168829414', 'lunar': '123.2674642046', 'kilometers': '47405013.072774818', 'miles': '29456109.2254877684'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/54248646?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},54248646,54248646,(2022 DN4),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=54248646,25.072,"{'kilometers': {'estimated_diameter_min': 0.0257131318, 'estimated_diameter_max': 0.0574963107}, 'meters': {'estimated_diameter_min': 25.7131318402, 'estimated_diameter_max': 57.496310709}, 'miles': {'estimated_diameter_min': 0.0159773944, 'estimated_diameter_max': 0.0357265401}, 'feet': {'estimated_diameter_min': 84.3606714665, 'estimated_diameter_max': 188.6361960267}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 00:15', 'epoch_date_close_approach': 1647648900000, 'relative_velocity': {'kilometers_per_second': '3.4536790718', 'kilometers_per_hour': '12433.2446585735', 'miles_per_hour': '7725.5347157675'}, 'miss_distance': {'astronomical': '0.0983866922', 'lunar': '38.2724232658', 'kilometers': '14718439.589465614', 'miles': '9145614.2731249132'}, 'orbiting_body': 'Earth'}]",False
{'self': 'http://www.neowsapp.com/rest/v1/neo/3799804?api_key=1aIpV0tJHWmnlkRRXqJTVByZhpoUis7rRz5ADTvp'},3799804,3799804,(2018 ED1),http://ssd.jpl.nasa.gov/sbdb.cgi?sstr=3799804,25.8,"{'kilometers': {'estimated_diameter_min': 0.0183888672, 'estimated_diameter_max': 0.0411187571}, 'meters': {'estimated_diameter_min': 18.388867207, 'estimated_diameter_max': 41.1187571041}, 'miles': {'estimated_diameter_min': 0.0114263088, 'estimated_diameter_max': 0.0255500032}, 'feet': {'estimated_diameter_min': 60.3309310875, 'estimated_diameter_max': 134.9040630575}}",False,"[{'close_approach_date': '2022-03-19', 'close_approach_date_full': '2022-Mar-19 17:49', 'epoch_date_close_approach': 1647712140000, 'relative_velocity': {'kilometers_per_second': '18.6872617794', 'kilometers_per_hour': '67274.1424056654', 'miles_per_hour': '41801.5358742314'}, 'miss_distance': {'astronomical': '0.2226998021', 'lunar': '86.6302230169', 'kilometers': '33315416.043581527', 'miles': '20701239.6002459926'}, 'orbiting_body': 'Earth'}]",False
